warehouse name,date,storage,next_day_storage,lstm,mambar,count
SC55,10/3/2023,2735,2735,2735,2735,64
SC55,10/4/2023,2848,2848,2848,2848,65
SC55,10/5/2023,3162,3162,3162,3162,66
SC55,10/6/2023,3236,3236,3236,3236,67
SC55,10/7/2023,3634,3634,3634,3634,68
SC55,10/8/2023,3575,3575,3575,3575,69
SC55,10/9/2023,3516,3516,3516,3516,70
SC55,10/10/2023,3344,3344,3344,3344,71
SC55,10/11/2023,3318,3318,3318,3318,72
SC55,10/12/2023,3264,3264,3264,3264,73
SC55,10/13/2023,3233,3233,3233,3233,74
SC55,10/14/2023,3203,3203,3203,3203,75
SC55,10/15/2023,3072,3072,3072,3072,76
SC55,10/16/2023,3370,3370,3370,3370,77
SC55,10/17/2023,3241,3241,3241,3241,78
SC55,10/18/2023,3216,3216,3216,3216,79
SC55,10/19/2023,3045,3045,3045,3045,80
SC55,10/20/2023,4257,4257,4257,4257,81
SC55,10/21/2023,3000,3000,3000,3000,82
SC55,10/22/2023,2868,2868,2868,2868,83
SC55,10/23/2023,3139,3139,3139,3139,84
SC55,10/24/2023,8830,8830,8830,8830,85
SC55,10/25/2023,5950,5950,5950,5950,86
SC55,10/26/2023,4486,4486,4486,4486,87
SC55,10/27/2023,4991,4991,4991,4991,88
SC55,10/28/2023,4124,4124,4124,4124,89
SC55,10/29/2023,3968,3968,3968,3968,90
SC55,10/30/2023,4327,4327,4327,4327,91
SC55,10/31/2023,3803,3803,3803,3803,92
SC55,11/1/2023,11897,11897,11897,11897,93
SC55,11/2/2023,5563,5563,5563,5563,94
SC55,11/3/2023,4522,4522,4522,4522,95
SC55,11/4/2023,4748,4748,4748,4748,96
SC55,11/5/2023,4163,4163,4163,4163,97
SC55,11/6/2023,4062,4062,4062,4062,98
SC55,11/7/2023,4872,4872,4872,4872,99
SC55,11/8/2023,4274,4274,4274,4274,100
SC55,11/9/2023,4264,4264,4264,4264,101
SC55,11/10/2023,4270,4270,4270,4270,102
SC55,11/11/2023,13813,13813,13813,13813,103
SC55,11/12/2023,8914,8914,8914,8914,104
SC55,11/13/2023,4782,4782,4782,4782,105
SC55,11/14/2023,4094,4094,4094,4094,106
SC55,11/15/2023,3750,3750,3750,3750,107
SC55,11/16/2023,3928,3928,3928,3928,108
SC55,11/17/2023,3968,3968,3968,3968,109
SC55,11/18/2023,3661,3661,3661,3661,110
SC55,11/19/2023,3483,3483,3483,3483,111
SC55,11/20/2023,3543,3543,3543,3543,112
SC55,11/21/2023,3248,3248,3248,3248,113
SC55,11/22/2023,3036,3036,3036,3036,114
SC55,11/23/2023,3065,3065,3065,3065,115
SC55,11/24/2023,3050,3050,3050,3050,116
SC55,11/25/2023,3045,3045,3045,3045,117
SC55,11/26/2023,2926,2926,2926,2926,118
SC55,11/27/2023,3214,3214,3214,3214,119
SC55,11/28/2023,3154,3154,3154,3154,120
SC55,11/29/2023,3167,3167,3167,3167,121
SC55,11/30/2023,3289,3289,3289,3289,122
SC56,8/1/2023,2084,,,,1
SC56,8/2/2023,1984,1984,1984,1984,2
SC56,8/3/2023,1629,1629,1629,1629,3
SC56,8/4/2023,1417,1417,1417,1417,4
SC56,8/5/2023,1431,1431,1431,1431,5
SC56,8/6/2023,1364,1364,1364,1364,6
SC56,8/7/2023,1379,1379,1379,1379,7
SC56,8/8/2023,1475,1475,1475,1475,8
SC56,8/9/2023,1610,1610,1610,1610,9
SC56,8/10/2023,1498,1498,1498,1498,10
SC56,8/11/2023,1906,1906,1906,1906,11
SC56,8/12/2023,1401,1401,1401,1401,12
SC56,8/13/2023,1330,1330,1330,1330,13
SC56,8/14/2023,1356,1356,1356,1356,14
SC56,8/15/2023,1460,1460,1460,1460,15
SC56,8/16/2023,1474,1474,1474,1474,16
SC56,8/17/2023,1380,1380,1380,1380,17
SC56,8/18/2023,2209,2209,2209,2209,18
SC56,8/19/2023,1803,1803,1803,1803,19
SC56,8/20/2023,1452,1452,1452,1452,20
SC56,8/21/2023,1889,1889,1889,1889,21
SC56,8/22/2023,1431,1431,1431,1431,22
SC56,8/23/2023,1458,1458,1458,1458,23
SC56,8/24/2023,1532,1532,1532,1532,24
SC56,8/25/2023,1662,1662,1662,1662,25
SC56,8/26/2023,1521,1521,1521,1521,26
SC56,8/27/2023,2272,2272,2272,2272,27
SC56,8/28/2023,1458,1458,1458,1458,28
SC56,8/29/2023,1400,1400,1400,1400,29
SC56,8/30/2023,1741,1741,1741,1741,30
SC56,8/31/2023,1813,1813,1813,1813,31
SC56,9/1/2023,3939,3939,3939,3939,32
SC56,9/2/2023,2209,2209,2209,2209,33
SC56,9/3/2023,1666,1666,1666,1666,34
SC56,9/4/2023,2809,2809,2809,2809,35
SC56,9/5/2023,1752,1752,1752,1752,36
SC56,9/6/2023,2238,2238,2238,2238,37
SC56,9/7/2023,3452,3452,3452,3452,38
SC56,9/8/2023,2181,2181,2181,2181,39
SC56,9/9/2023,1894,1894,1894,1894,40
SC56,9/10/2023,1519,1519,1519,1519,41
SC56,9/11/2023,1477,1477,1477,1477,42
SC56,9/12/2023,2023,2023,2023,2023,43
SC56,9/13/2023,2418,2418,2418,2418,44
SC56,9/14/2023,2186,2186,2186,2186,45
SC56,9/15/2023,1724,1724,1724,1724,46
SC56,9/16/2023,1682,1682,1682,1682,47
SC56,9/17/2023,1776,1776,1776,1776,48
SC56,9/18/2023,1874,1874,1874,1874,49
SC56,9/19/2023,1927,1927,1927,1927,50
SC56,9/20/2023,2058,2058,2058,2058,51
SC56,9/21/2023,2103,2103,2103,2103,52
SC56,9/22/2023,1825,1825,1825,1825,53
SC56,9/23/2023,2058,2058,2058,2058,54
SC56,9/24/2023,1945,1945,1945,1945,55
SC56,9/25/2023,1983,1983,1983,1983,56
SC56,9/26/2023,2349,2349,2349,2349,57
SC56,9/27/2023,2127,2127,2127,2127,58
SC56,9/28/2023,1522,1522,1522,1522,59
SC56,9/29/2023,1404,1404,1404,1404,60
SC56,9/30/2023,1364,1364,1364,1364,61
SC56,10/1/2023,1238,1238,1238,1238,62
SC56,10/2/2023,1197,1197,1197,1197,63
SC56,10/3/2023,1215,1215,1215,1215,64
SC56,10/4/2023,1310,1310,1310,1310,65
SC56,10/5/2023,1475,1475,1475,1475,66
SC56,10/6/2023,1533,1533,1533,1533,67
SC56,10/7/2023,1581,1581,1581,1581,68
SC56,10/8/2023,1549,1549,1549,1549,69
SC56,10/9/2023,1630,1630,1630,1630,70
SC56,10/10/2023,1592,1592,1592,1592,71
SC56,10/11/2023,1474,1474,1474,1474,72
SC56,10/12/2023,1569,1569,1569,1569,73
SC56,10/13/2023,1593,1593,1593,1593,74
SC56,10/14/2023,1577,1577,1577,1577,75
SC56,10/15/2023,1494,1494,1494,1494,76
SC56,10/16/2023,1448,1448,1448,1448,77
SC56,10/17/2023,1395,1395,1395,1395,78
SC56,10/18/2023,1454,1454,1454,1454,79
SC56,10/19/2023,1822,1822,1822,1822,80
SC56,10/20/2023,1622,1622,1622,1622,81
SC56,10/21/2023,1554,1554,1554,1554,82
SC56,10/22/2023,1321,1321,1321,1321,83
SC56,10/23/2023,2400,2400,2400,2400,84
SC56,10/24/2023,4123,4123,4123,4123,85
SC56,10/25/2023,2227,2227,2227,2227,86
SC56,10/26/2023,2084,2084,2084,2084,87
SC56,10/27/2023,2031,2031,2031,2031,88
SC56,10/28/2023,1765,1765,1765,1765,89
SC56,10/29/2023,1803,1803,1803,1803,90
SC56,10/30/2023,1804,1804,1804,1804,91
SC56,10/31/2023,2833,2833,2833,2833,92
SC56,11/1/2023,8497,8497,8497,8497,93
SC56,11/2/2023,4212,4212,4212,4212,94
SC56,11/3/2023,2664,2664,2664,2664,95
SC56,11/4/2023,2668,2668,2668,2668,96
SC56,11/5/2023,2168,2168,2168,2168,97
SC56,11/6/2023,2030,2030,2030,2030,98
SC56,11/7/2023,2130,2130,2130,2130,99
SC56,11/8/2023,2253,2253,2253,2253,100
SC56,11/9/2023,2091,2091,2091,2091,101
SC56,11/10/2023,3312,3312,3312,3312,102
SC56,11/11/2023,8934,8934,8934,8934,103
SC56,11/12/2023,4659,4659,4659,4659,104
SC56,11/13/2023,2336,2336,2336,2336,105
SC56,11/14/2023,1460,1460,1460,1460,106
SC56,11/15/2023,1603,1603,1603,1603,107
SC56,11/16/2023,1416,1416,1416,1416,108
SC56,11/17/2023,1338,1338,1338,1338,109
SC56,11/18/2023,1451,1451,1451,1451,110
SC56,11/19/2023,1338,1338,1338,1338,111
SC56,11/20/2023,1372,1372,1372,1372,112
SC56,11/21/2023,1342,1342,1342,1342,113
SC56,11/22/2023,1401,1401,1401,1401,114
SC56,11/23/2023,1546,1546,1546,1546,115
SC56,11/24/2023,1466,1466,1466,1466,116
SC56,11/25/2023,1409,1409,1409,1409,117
SC56,11/26/2023,1317,1317,1317,1317,118
SC56,11/27/2023,1344,1344,1344,1344,119
SC56,11/28/2023,1407,1407,1407,1407,120
SC56,11/29/2023,1455,1455,1455,1455,121
SC56,11/30/2023,1866,1866,1866,1866,122
SC57,8/1/2023,12177,,,,1
SC57,8/2/2023,12052,12052,12052,12052,2
SC57,8/3/2023,11685,11685,11685,11685,3
SC57,8/4/2023,12215,12215,12215,12215,4
SC57,8/5/2023,11956,11956,11956,11956,5
SC57,8/6/2023,11663,11663,11663,11663,6
SC57,8/7/2023,10505,10505,10505,10505,7
SC57,8/8/2023,11164,11164,11164,11164,8
SC57,8/9/2023,12270,12270,12270,12270,9
SC57,8/10/2023,12336,12336,12336,12336,10
SC57,8/11/2023,12139,12139,12139,12139,11
SC57,8/12/2023,12076,12076,12076,12076,12
SC57,8/13/2023,11860,11860,11860,11860,13
SC57,8/14/2023,11122,11122,11122,11122,14
SC57,8/15/2023,11569,11569,11569,11569,15
SC57,8/16/2023,12554,12554,12554,12554,16
SC57,8/17/2023,12983,12983,12983,12983,17
SC57,8/18/2023,13166,13166,13166,13166,18
SC57,8/19/2023,12768,12768,12768,12768,19
SC57,8/20/2023,12313,12313,12313,12313,20
SC57,8/21/2023,12545,12545,12545,12545,21
SC57,8/22/2023,12974,12974,12974,12974,22
SC57,8/23/2023,13001,13001,13001,13001,23
SC57,8/24/2023,13304,13304,13304,13304,24
SC57,8/25/2023,13262,13262,13262,13262,25
SC57,8/26/2023,13273,13273,13273,13273,26
SC57,8/27/2023,12656,12656,12656,12656,27
SC57,8/28/2023,12841,12841,12841,12841,28
SC57,8/29/2023,13454,13454,13454,13454,29
SC57,8/30/2023,13725,13725,13725,13725,30
SC57,8/31/2023,14608,14608,14608,14608,31
SC57,9/1/2023,15078,15078,15078,15078,32
SC57,9/2/2023,16027,16027,16027,16027,33
SC57,9/3/2023,14785,14785,14785,14785,34
SC57,9/4/2023,13922,13922,13922,13922,35
SC57,9/5/2023,14231,14231,14231,14231,36
SC57,9/6/2023,14947,14947,14947,14947,37
SC57,9/7/2023,15912,15912,15912,15912,38
SC57,9/8/2023,15499,15499,15499,15499,39
SC57,9/9/2023,15121,15121,15121,15121,40
SC57,9/10/2023,14027,14027,14027,14027,41
SC57,9/11/2023,13479,13479,13479,13479,42
SC57,9/12/2023,13695,13695,13695,13695,43
SC57,9/13/2023,14724,14724,14724,14724,44
SC57,9/14/2023,15098,15098,15098,15098,45
SC57,9/15/2023,14481,14481,14481,14481,46
SC57,9/16/2023,15123,15123,15123,15123,47
SC57,9/17/2023,14767,14767,14767,14767,48
SC57,9/18/2023,13992,13992,13992,13992,49
SC57,9/19/2023,14868,14868,14868,14868,50
SC57,9/20/2023,15196,15196,15196,15196,51
SC57,9/21/2023,15959,15959,15959,15959,52
SC57,9/22/2023,16006,16006,16006,16006,53
SC57,9/23/2023,16892,16892,16892,16892,54
SC57,9/24/2023,15643,15643,15643,15643,55
SC57,9/25/2023,15832,15832,15832,15832,56
SC57,9/26/2023,16083,16083,16083,16083,57
SC57,9/27/2023,17407,17407,17407,17407,58
SC57,9/28/2023,15236,15236,15236,15236,59
SC57,9/29/2023,15518,15518,15518,15518,60
SC57,9/30/2023,13208,13208,13208,13208,61
SC57,10/1/2023,12561,12561,12561,12561,62
SC57,10/2/2023,10562,10562,10562,10562,63
SC57,10/3/2023,10269,10269,10269,10269,64
SC57,10/4/2023,10889,10889,10889,10889,65
SC57,10/5/2023,11281,11281,11281,11281,66
SC57,10/6/2023,12515,12515,12515,12515,67
SC57,10/7/2023,13047,13047,13047,13047,68
SC57,10/8/2023,13977,13977,13977,13977,69
SC57,10/9/2023,14038,14038,14038,14038,70
SC57,10/10/2023,13674,13674,13674,13674,71
SC57,10/11/2023,14390,14390,14390,14390,72
SC57,10/12/2023,14369,14369,14369,14369,73
SC57,10/13/2023,14404,14404,14404,14404,74
SC57,10/14/2023,13195,13195,13195,13195,75
SC57,10/15/2023,10459,10459,10459,10459,76
SC57,10/16/2023,9685,9685,9685,9685,77
SC57,10/17/2023,10570,10570,10570,10570,78
SC57,10/18/2023,10823,10823,10823,10823,79
SC57,10/19/2023,12271,12271,12271,12271,80
SC57,10/20/2023,12771,12771,12771,12771,81
SC57,10/21/2023,12392,12392,12392,12392,82
SC57,10/22/2023,12315,12315,12315,12315,83
SC57,10/23/2023,12352,12352,12352,12352,84
SC57,10/24/2023,14766,14766,14766,14766,85
SC57,10/25/2023,10606,10606,10606,10606,86
SC57,10/26/2023,9303,9303,9303,9303,87
SC57,10/27/2023,10544,10544,10544,10544,88
SC57,10/28/2023,10789,10789,10789,10789,89
SC57,10/29/2023,9952,9952,9952,9952,90
SC57,10/30/2023,8908,8908,8908,8908,91
SC57,10/31/2023,10605,10605,10605,10605,92
SC57,11/1/2023,19947,19947,19947,19947,93
SC57,11/2/2023,17123,17123,17123,17123,94
SC57,11/3/2023,13315,13315,13315,13315,95
SC57,11/4/2023,11516,11516,11516,11516,96
SC57,11/5/2023,11062,11062,11062,11062,97
SC57,11/6/2023,10358,10358,10358,10358,98
SC57,11/7/2023,10451,10451,10451,10451,99
SC57,11/8/2023,10988,10988,10988,10988,100
SC57,11/9/2023,11128,11128,11128,11128,101
SC57,11/10/2023,10952,10952,10952,10952,102
SC57,11/11/2023,20934,20934,20934,20934,103
SC57,11/12/2023,19442,19442,19442,19442,104
SC57,11/13/2023,13678,13678,13678,13678,105
SC57,11/14/2023,10937,10937,10937,10937,106
SC57,11/15/2023,10320,10320,10320,10320,107
SC57,11/16/2023,9700,9700,9700,9700,108
SC57,11/17/2023,9606,9606,9606,9606,109
SC57,11/18/2023,9294,9294,9294,9294,110
SC57,11/19/2023,8312,8312,8312,8312,111
SC57,11/20/2023,8221,8221,8221,8221,112
SC57,11/21/2023,7990,7990,7990,7990,113
SC57,11/22/2023,8814,8814,8814,8814,114
SC57,11/23/2023,8952,8952,8952,8952,115
SC57,11/24/2023,7922,7922,7922,7922,116
SC57,11/25/2023,8374,8374,8374,8374,117
SC57,11/26/2023,8001,8001,8001,8001,118
SC57,11/27/2023,8007,8007,8007,8007,119
SC57,11/28/2023,8004,8004,8004,8004,120
SC57,11/29/2023,8520,8520,8520,8520,121
SC57,11/30/2023,8650,8650,8650,8650,122
SC58,8/1/2023,1316,,,,1
SC58,8/2/2023,825,825,825,825,2
SC58,8/3/2023,817,817,817,817,3
SC58,8/4/2023,806,806,806,806,4
SC58,8/5/2023,737,737,737,737,5
SC58,8/6/2023,590,590,590,590,6
SC58,8/7/2023,698,698,698,698,7
SC58,8/8/2023,796,796,796,796,8
SC58,8/9/2023,726,726,726,726,9
SC58,8/10/2023,692,692,692,692,10
SC58,8/11/2023,686,686,686,686,11
SC58,8/12/2023,523,523,523,523,12
SC58,8/13/2023,609,609,609,609,13
SC58,8/14/2023,734,734,734,734,14
SC58,8/15/2023,898,898,898,898,15
SC58,8/16/2023,794,794,794,794,16
SC58,8/17/2023,745,745,745,745,17
SC58,8/18/2023,696,696,696,696,18
SC58,8/19/2023,610,610,610,610,19
SC58,8/20/2023,598,598,598,598,20
SC58,8/21/2023,740,740,740,740,21
SC58,8/22/2023,820,820,820,820,22
SC58,8/23/2023,672,672,672,672,23
SC58,8/24/2023,683,683,683,683,24
SC58,8/25/2023,634,634,634,634,25
SC58,8/26/2023,637,637,637,637,26
SC58,8/27/2023,658,658,658,658,27
SC58,8/28/2023,819,819,819,819,28
SC58,8/29/2023,801,801,801,801,29
SC58,8/30/2023,776,776,776,776,30
SC58,8/31/2023,799,799,799,799,31
SC58,9/1/2023,964,964,964,964,32
SC58,9/2/2023,727,727,727,727,33
SC58,9/3/2023,706,706,706,706,34
SC58,9/4/2023,830,830,830,830,35
SC58,9/5/2023,840,840,840,840,36
SC58,9/6/2023,983,983,983,983,37
SC58,9/7/2023,988,988,988,988,38
SC58,9/8/2023,979,979,979,979,39
SC58,9/9/2023,785,785,785,785,40
SC58,9/10/2023,765,765,765,765,41
SC58,9/11/2023,1195,1195,1195,1195,42
SC58,9/12/2023,1204,1204,1204,1204,43
SC58,9/13/2023,1033,1033,1033,1033,44
SC58,9/14/2023,1023,1023,1023,1023,45
SC58,9/15/2023,1099,1099,1099,1099,46
SC58,9/16/2023,1020,1020,1020,1020,47
SC58,9/17/2023,826,826,826,826,48
SC58,9/18/2023,1240,1240,1240,1240,49
SC58,9/19/2023,1301,1301,1301,1301,50
SC58,9/20/2023,1208,1208,1208,1208,51
SC58,9/21/2023,1353,1353,1353,1353,52
SC58,9/22/2023,1287,1287,1287,1287,53
SC58,9/23/2023,979,979,979,979,54
SC58,9/24/2023,788,788,788,788,55
SC58,9/25/2023,1338,1338,1338,1338,56
SC58,9/26/2023,1049,1049,1049,1049,57
SC58,9/27/2023,1182,1182,1182,1182,58
SC58,9/28/2023,1123,1123,1123,1123,59
SC58,9/29/2023,734,734,734,734,60
SC58,9/30/2023,754,754,754,754,61
SC58,10/1/2023,882,882,882,882,62
SC58,10/2/2023,834,834,834,834,63
SC58,10/3/2023,654,654,654,654,64
SC58,10/4/2023,717,717,717,717,65
SC58,10/5/2023,698,698,698,698,66
SC58,10/6/2023,743,743,743,743,67
SC58,10/7/2023,971,971,971,971,68
SC58,10/8/2023,830,830,830,830,69
SC58,10/9/2023,800,800,800,800,70
SC58,10/10/2023,710,710,710,710,71
SC58,10/11/2023,835,835,835,835,72
SC58,10/12/2023,868,868,868,868,73
SC58,10/13/2023,722,722,722,722,74
SC58,10/14/2023,633,633,633,633,75
SC58,10/15/2023,562,562,562,562,76
SC58,10/16/2023,790,790,790,790,77
SC58,10/17/2023,951,951,951,951,78
SC58,10/18/2023,793,793,793,793,79
SC58,10/19/2023,783,783,783,783,80
SC58,10/20/2023,1028,1028,1028,1028,81
SC58,10/21/2023,772,772,772,772,82
SC58,10/22/2023,628,628,628,628,83
SC58,10/23/2023,792,792,792,792,84
SC58,10/24/2023,1238,1238,1238,1238,85
SC58,10/25/2023,722,722,722,722,86
SC58,10/26/2023,941,941,941,941,87
SC58,10/27/2023,1100,1100,1100,1100,88
SC58,10/28/2023,685,685,685,685,89
SC58,10/29/2023,700,700,700,700,90
SC58,10/30/2023,926,926,926,926,91
SC58,10/31/2023,915,915,915,915,92
SC58,11/1/2023,1521,1521,1521,1521,93
SC58,11/2/2023,1351,1351,1351,1351,94
SC58,11/3/2023,976,976,976,976,95
SC58,11/4/2023,813,813,813,813,96
SC58,11/5/2023,720,720,720,720,97
SC58,11/6/2023,932,932,932,932,98
SC58,11/7/2023,830,830,830,830,99
SC58,11/8/2023,901,901,901,901,100
SC58,11/9/2023,1034,1034,1034,1034,101
SC58,11/10/2023,1180,1180,1180,1180,102
SC58,11/11/2023,1235,1235,1235,1235,103
SC58,11/12/2023,817,817,817,817,104
SC58,11/13/2023,858,858,858,858,105
SC58,11/14/2023,923,923,923,923,106
SC58,11/15/2023,745,745,745,745,107
SC58,11/16/2023,762,762,762,762,108
SC58,11/17/2023,603,603,603,603,109
SC58,11/18/2023,567,567,567,567,110
SC58,11/19/2023,820,820,820,820,111
SC58,11/20/2023,912,912,912,912,112
SC58,11/21/2023,931,931,931,931,113
SC58,11/22/2023,815,815,815,815,114
SC58,11/23/2023,828,828,828,828,115
SC58,11/24/2023,794,794,794,794,116
SC58,11/25/2023,663,663,663,663,117
SC58,11/26/2023,687,687,687,687,118
SC58,11/27/2023,863,863,863,863,119
SC58,11/28/2023,804,804,804,804,120
SC58,11/29/2023,799,799,799,799,121
SC58,11/30/2023,825,825,825,825,122
SC06,8/1/2023,22827,,,,1
SC06,8/2/2023,23462,23462,23462,23462,2
SC06,8/3/2023,22994,22994,22994,22994,3
SC06,8/4/2023,21898,21898,21898,21898,4
SC06,8/5/2023,21795,21795,21795,21795,5
SC06,8/6/2023,21596,21596,21596,21596,6
SC06,8/7/2023,20656,20656,20656,20656,7
SC06,8/8/2023,21744,21744,21744,21744,8
SC06,8/9/2023,23352,23352,23352,23352,9
SC06,8/10/2023,23231,23231,23231,23231,10
SC06,8/11/2023,23027,23027,23027,23027,11
SC06,8/12/2023,22109,22109,22109,22109,12
SC06,8/13/2023,21015,21015,21015,21015,13
SC06,8/14/2023,21727,21727,21727,21727,14
SC06,8/15/2023,23094,23094,23094,23094,15
SC06,8/16/2023,23886,23886,23886,23886,16
SC06,8/17/2023,24085,24085,24085,24085,17
SC06,8/18/2023,24909,24909,24909,24909,18
SC06,8/19/2023,24634,24634,24634,24634,19
SC06,8/20/2023,23193,23193,23193,23193,20
SC06,8/21/2023,24321,24321,24321,24321,21
SC06,8/22/2023,24365,24365,24365,24365,22
SC06,8/23/2023,25156,25156,25156,25156,23
SC06,8/24/2023,25775,25775,25775,25775,24
SC06,8/25/2023,24512,24512,24512,24512,25
SC06,8/26/2023,24672,24672,24672,24672,26
SC06,8/27/2023,23736,23736,23736,23736,27
SC06,8/28/2023,24021,24021,24021,24021,28
SC06,8/29/2023,24570,24570,24570,24570,29
SC06,8/30/2023,24373,24373,24373,24373,30
SC06,8/31/2023,25837,25837,25837,25837,31
SC06,9/1/2023,26811,26811,26811,26811,32
SC06,9/2/2023,26412,26412,26412,26412,33
SC06,9/3/2023,24890,24890,24890,24890,34
SC06,9/4/2023,24731,24731,24731,24731,35
SC06,9/5/2023,26077,26077,26077,26077,36
SC06,9/6/2023,27000,27000,27000,27000,37
SC06,9/7/2023,27679,27679,27679,27679,38
SC06,9/8/2023,27228,27228,27228,27228,39
SC06,9/9/2023,26572,26572,26572,26572,40
SC06,9/10/2023,24518,24518,24518,24518,41
SC06,9/11/2023,24591,24591,24591,24591,42
SC06,9/12/2023,25436,25436,25436,25436,43
SC06,9/13/2023,26855,26855,26855,26855,44
SC06,9/14/2023,26190,26190,26190,26190,45
SC06,9/15/2023,26521,26521,26521,26521,46
SC06,9/16/2023,27145,27145,27145,27145,47
SC06,9/17/2023,26703,26703,26703,26703,48
SC06,9/18/2023,26290,26290,26290,26290,49
SC06,9/19/2023,24218,24218,24218,24218,50
SC06,9/20/2023,31141,31141,31141,31141,51
SC06,9/21/2023,31468,31468,31468,31468,52
SC06,9/22/2023,29816,29816,29816,29816,53
SC06,9/23/2023,29731,29731,29731,29731,54
SC06,9/24/2023,28800,28800,28800,28800,55
SC06,9/25/2023,27935,27935,27935,27935,56
SC06,9/26/2023,29649,29649,29649,29649,57
SC06,9/27/2023,30697,30697,30697,30697,58
SC06,9/28/2023,28163,28163,28163,28163,59
SC06,9/29/2023,25032,25032,25032,25032,60
SC06,9/30/2023,22922,22922,22922,22922,61
SC06,10/1/2023,21342,21342,21342,21342,62
SC06,10/2/2023,20092,20092,20092,20092,63
SC06,10/3/2023,19277,19277,19277,19277,64
SC06,10/4/2023,21074,21074,21074,21074,65
SC06,10/5/2023,23334,23334,23334,23334,66
SC06,10/6/2023,23631,23631,23631,23631,67
SC06,10/7/2023,25780,25780,25780,25780,68
SC06,10/8/2023,27935,27935,27935,27935,69
SC06,10/9/2023,28753,28753,28753,28753,70
SC06,10/10/2023,28312,28312,28312,28312,71
SC06,10/11/2023,28243,28243,28243,28243,72
SC06,10/12/2023,28321,28321,28321,28321,73
SC06,10/13/2023,28041,28041,28041,28041,74
SC06,10/14/2023,27294,27294,27294,27294,75
SC06,10/15/2023,25774,25774,25774,25774,76
SC06,10/16/2023,27144,27144,27144,27144,77
SC06,10/17/2023,28488,28488,28488,28488,78
SC06,10/18/2023,27605,27605,27605,27605,79
SC06,10/19/2023,27722,27722,27722,27722,80
SC06,10/20/2023,28453,28453,28453,28453,81
SC06,10/21/2023,28773,28773,28773,28773,82
SC06,10/22/2023,25122,25122,25122,25122,83
SC06,10/23/2023,26918,26918,26918,26918,84
SC06,10/24/2023,42313,42313,42313,42313,85
SC06,10/25/2023,41829,41829,41829,41829,86
SC06,10/26/2023,33805,33805,33805,33805,87
SC06,10/27/2023,32151,32151,32151,32151,88
SC06,10/28/2023,33254,33254,33254,33254,89
SC06,10/29/2023,29697,29697,29697,29697,90
SC06,10/30/2023,28932,28932,28932,28932,91
SC06,10/31/2023,29746,29746,29746,29746,92
SC06,11/1/2023,59911,59911,59911,59911,93
SC06,11/2/2023,52865,52865,52865,52865,94
SC06,11/3/2023,40844,40844,40844,40844,95
SC06,11/4/2023,37426,37426,37426,37426,96
SC06,11/5/2023,33781,33781,33781,33781,97
SC06,11/6/2023,33680,33680,33680,33680,98
SC06,11/7/2023,35228,35228,35228,35228,99
SC06,11/8/2023,37105,37105,37105,37105,100
SC06,11/9/2023,39140,39140,39140,39140,101
SC06,11/10/2023,37211,37211,37211,37211,102
SC06,11/11/2023,70549,70549,70549,70549,103
SC06,11/12/2023,64058,64058,64058,64058,104
SC06,11/13/2023,38737,38737,38737,38737,105
SC06,11/14/2023,35173,35173,35173,35173,106
SC06,11/15/2023,34653,34653,34653,34653,107
SC06,11/16/2023,33633,33633,33633,33633,108
SC06,11/17/2023,32523,32523,32523,32523,109
SC06,11/18/2023,32298,32298,32298,32298,110
SC06,11/19/2023,30395,30395,30395,30395,111
SC06,11/20/2023,29233,29233,29233,29233,112
SC06,11/21/2023,30689,30689,30689,30689,113
SC06,11/22/2023,31203,31203,31203,31203,114
SC06,11/23/2023,29867,29867,29867,29867,115
SC06,11/24/2023,29997,29997,29997,29997,116
SC06,11/25/2023,29554,29554,29554,29554,117
SC06,11/26/2023,28392,28392,28392,28392,118
SC06,11/27/2023,28319,28319,28319,28319,119
SC06,11/28/2023,29614,29614,29614,29614,120
SC06,11/29/2023,29678,29678,29678,29678,121
SC06,11/30/2023,28131,28131,28131,28131,122
SC60,8/1/2023,47423,,,,1
SC60,8/2/2023,47632,47632,47632,47632,2
SC60,8/3/2023,47003,47003,47003,47003,3
SC60,8/4/2023,44637,44637,44637,44637,4
SC60,8/5/2023,45523,45523,45523,45523,5
SC60,8/6/2023,44487,44487,44487,44487,6
SC60,8/7/2023,44102,44102,44102,44102,7
SC60,8/8/2023,46210,46210,46210,46210,8
SC60,8/9/2023,48135,48135,48135,48135,9
SC60,8/10/2023,49417,49417,49417,49417,10
SC60,8/11/2023,51268,51268,51268,51268,11
SC60,8/12/2023,56240,56240,56240,56240,12
SC60,8/13/2023,50319,50319,50319,50319,13
SC60,8/14/2023,44745,44745,44745,44745,14
SC60,8/15/2023,48666,48666,48666,48666,15
SC60,8/16/2023,49953,49953,49953,49953,16
SC60,8/17/2023,53721,53721,53721,53721,17
SC60,8/18/2023,52673,52673,52673,52673,18
SC60,8/19/2023,52704,52704,52704,52704,19
SC60,8/20/2023,51229,51229,51229,51229,20
SC60,8/21/2023,50589,50589,50589,50589,21
SC60,8/22/2023,51152,51152,51152,51152,22
SC60,8/23/2023,54496,54496,54496,54496,23
SC60,8/24/2023,50248,50248,50248,50248,24
SC60,8/25/2023,54195,54195,54195,54195,25
SC60,8/26/2023,52129,52129,52129,52129,26
SC60,8/27/2023,50028,50028,50028,50028,27
SC60,8/28/2023,49876,49876,49876,49876,28
